userID,songID,rating
887,132189,3
890,2263,5
890,2726,4
891,24427,5
891,60888,4
897,19299,3
899,17029,2
899,79622,2
899,119103,4
901,94535,5
902,22763,4
902,55622,4
902,72017,4
903,40712,3
907,45934,2
907,123176,4
907,131048,4
910,131048,5
912,72017,1
913,24427,1
917,25182,4
917,105421,4
920,16548,2
923,2726,5
923,17029,5
924,2263,5
925,19299,5
925,36561,5
925,55240,5
928,45026,1
933,55240,5
934,113954,1
934,126757,1
936,113954,1
943,68572,5
947,52611,3
956,56660,4
957,56660,5
958,86341,3
970,54042,2
970,86341,1
972,40712,5
977,19299,5
977,19670,5
983,48731,4
985,56660,5
985,123176,5
986,105421,5
989,13859,5
989,40712,4
989,120147,5
992,113954,5
995,62954,4
996,94535,1
996,113954,5
999,132189,2
1007,43267,5
1008,16548,5
1008,22763,5
1009,119103,4
1015,79622,5
1016,48731,5
1021,42781,2
1022,40712,1
1023,2263,5
1029,24427,5
1030,42906,1
1031,48731,5
1035,132189,2
1036,125557,4
1044,56660,4
1045,17029,1
1047,13859,2
1050,105433,4
1055,134732,5
1056,52611,5
1057,36561,2
1061,13859,4
1061,72309,3
1062,42781,5
1068,54042,2
1070,71582,5
1071,105421,1
1072,48731,3
1073,55240,5
1073,92881,4
1074,74640,1
1074,131048,1
1075,25182,3
1076,122065,4
1085,122065,5
1085,125557,5
1088,94604,3
1090,72309,1
1092,72309,5
1101,105421,4
1105,19299,5
1106,19670,1
1109,17029,5
1109,122065,5
1111,56660,5
1111,86341,5
1116,2726,3
1118,134732,5
1122,126757,5
1124,17029,3
1124,119103,2
1127,86341,4
1129,22763,3
1130,3785,2
1131,42781,4
1131,62954,5
1136,45934,1
1140,16548,4
1152,13859,3
1154,22763,3
1155,48731,1
1158,131048,3
1162,13859,5
1162,45026,5
1162,120147,5
1163,71582,5
1167,113954,4
1170,8063,5
1172,60465,5
1180,42781,5
1185,123176,1
1187,43267,1
1187,105421,1
1189,56660,4
1190,120147,1
1200,120147,1
1205,43827,4
1208,43827,4
1208,48731,4
1209,132189,5
1211,45934,1
1222,55622,5
1223,22763,5
1225,45934,5
1227,55622,1
1231,131048,1
1235,48731,5
1235,55622,5
1236,112023,5
1240,52611,4
1244,43827,2
1250,36561,5
1257,92881,2
1261,36561,5
1267,28985,1
1267,91266,5
1270,90409,3
1271,71582,5
1284,60888,5
1286,55240,5
1288,71582,5
1291,17029,5
1294,55622,2
1304,2726,1
1307,17029,5
1308,54042,5
1308,55622,5
1310,131048,4
1314,112023,5
1318,22763,5
1320,86341,5
1321,42906,1
1324,2726,5
1331,94604,4
1338,56660,1
1341,48731,1
1341,132189,5
1348,74640,3
1351,90409,4
1355,22763,1
1356,8063,5
1365,42781,5
1368,134732,5
1371,56660,4
1373,72309,4
1376,8063,3
1384,13859,2
1384,90409,3
1385,113954,5
1392,48731,5
1398,71582,4
1401,36561,4
1410,22763,4
1412,105421,5
1415,126757,2
1418,54042,3
1421,2726,4
1427,45026,1
1429,55240,2
1432,86341,2
1432,120147,3
1433,56660,5
1439,45934,4
1439,94604,5
1439,125557,1
1440,55622,1
1440,94604,4
1442,19670,1
1444,25182,1
1445,86341,4
1456,13859,4
1469,120147,5
1473,54042,4
1475,119103,5
1477,113954,5
1481,60888,1
1481,72017,1
1490,22763,1
1493,8063,5
1495,105421,3
1496,55240,5
1496,94604,5
1502,13859,3
1504,16548,4
1504,19670,5
1507,122065,4
1508,25182,1
1512,86341,2
1517,60465,1
1519,25182,1
1521,90409,3
1524,8063,4
1524,92881,5
1525,105433,5
1526,94535,5
1529,43827,3
1529,56660,1
1537,71582,5
1538,2726,3
1538,43267,5
1538,119103,5
1540,19299,2
1541,8063,3
1542,2726,1
1548,2263,1
1548,28985,4
1548,55240,3
1548,123176,3
1557,112023,3
1559,22763,4
1559,94604,1
1561,43827,3
1561,60465,1
1561,132189,5
1563,25182,2
1563,90409,5
1563,125557,5
1568,45026,5
1569,90409,3
1573,72017,1
1573,74640,1
1574,43267,4
1583,22763,3
1583,94604,2
1588,16548,4
1589,13859,5
1590,122065,1
1591,105421,4
1595,19670,1
1599,94535,5
1600,13859,2
1600,54042,1
1600,55622,4
1618,62954,2
1618,105433,5
1618,122065,3
1619,2263,4
1623,25182,2
1626,68572,5
1628,119103,5
1630,71582,2
1632,52611,5
1636,2263,1
1636,55622,5
1637,42906,1
1639,68572,5
1645,125557,1
1648,12709,3
1648,60465,4
1651,13859,3
1651,60465,4
1652,36561,5
1655,36561,5
1655,86341,5
1658,40712,3
1658,105421,4
1658,120147,3
1663,45934,5
1668,16548,2
1668,42781,2
1675,42906,1
1676,92881,5
1676,119103,5
1682,119103,1
1687,125557,5
1692,113954,3
1696,68572,3
1696,92881,5
1698,36561,5
1701,12709,3
1709,43267,3
1711,120147,2
1712,3785,5
1712,24427,5
1712,105433,5
1716,45026,5
1725,2726,5
1725,17029,4
1731,8063,5
1731,43827,1
1731,52611,4
1731,92881,4
1734,126757,1
1735,56660,5
1735,90409,4
1735,119103,4
1735,120147,5
1737,19299,4
1741,68572,4
1744,52611,2
1747,92881,1
1753,24427,4
1757,17029,2
1757,112023,5
1757,120147,4
1761,122065,5
1767,45934,1
1772,8063,2
1777,86341,4
1784,2726,5
1784,42906,5
1794,55622,5
1794,105433,4
1794,131048,1
1796,36561,5
1798,55622,5
1806,25182,4
1811,42906,1
1817,2726,2
1817,17029,1
1819,17029,2
1830,54042,5
1832,19670,1
1835,16548,4
1835,19670,2
1835,94604,2
1838,24427,5
1838,94604,5
1839,105433,5
1840,126757,4
1853,74640,4
1861,113954,3
1863,19299,5
1865,112023,5
1867,62954,5
1869,56660,1
1873,2726,5
1873,119103,5
1879,132189,2
1883,36561,5
1883,71582,5
1884,16548,5
1884,62954,5
1891,36561,5
1896,131048,5
1899,113954,3
1901,17029,1
1904,55622,1
1908,112023,1
1926,19670,5
1930,2263,5
1931,90409,3
1933,71582,4
1935,42906,4
1941,25182,4
1941,68572,1
1959,125557,5
1961,2263,5
1966,13859,4
1968,105421,3
1976,25182,1
1981,36561,4
1981,105433,3
2000,28985,5
2001,19299,2
2006,105433,5
2010,52611,3
2013,79622,2
2014,48731,3
2014,92881,4
2020,22763,1
2020,54042,1
2023,24427,3
2024,43267,2
2024,55240,2
2024,74640,2
2024,90409,3
2029,3785,4
2034,45934,5
2044,125557,5
2047,43827,3
2049,42781,4
2049,62954,1
2052,125557,5
2053,134732,5
2055,105433,4
2058,112023,5
2059,36561,4
2059,113954,3
2061,8063,4
2061,105433,5
2063,17029,1
2068,25182,1
2068,36561,1
2071,94535,5
2073,13859,1
2075,45026,2
2078,134732,1
2081,113954,1
2091,62954,4
2092,36561,1
2099,52611,4
2103,94535,1
2107,113954,4
2120,2726,4
2123,68572,5
2124,43267,3
2126,43827,4
2126,48731,5
2130,72309,4
2132,55240,5
2133,2726,5
2136,55622,5
2139,2726,1
2139,86341,1
2139,131048,1
2146,54042,1
2151,134732,5
2157,94604,3
2161,112023,5
2164,2263,4
2164,13859,5
2173,105421,5
2174,92881,5
2184,94535,1
2186,54042,4
2186,94604,2
2193,94535,5
2193,134732,5
2204,134732,3
2206,94535,5
2212,105433,1
2214,43827,5
2216,90409,5
2218,3785,5
2218,72017,5
2220,125557,1
2221,22763,3
2226,16548,3
2226,55622,5
2232,19299,5
2232,43827,5
2234,71582,5
2240,55240,5
2241,123176,3
2246,55240,5
2254,131048,2
2256,42781,1
2256,60888,4
2260,68572,5
2262,19670,5
2263,12709,5
2263,54042,1
2265,19299,4
2265,60465,5
2266,62954,4
2266,134732,3
2267,52611,3
2268,24427,4
2273,43827,3
2273,94535,3
2274,22763,4
2274,43827,5
2274,56660,3
2275,2726,4
2275,24427,5
2275,43827,5
2275,120147,5
2279,43827,1
2279,92881,5
2281,60465,5
2281,105433,3
2283,43827,1
2286,25182,1
2290,19299,4
2290,112023,5
2290,120147,4
2293,45934,5
2295,60465,4
2297,13859,5
2297,22763,5
2297,62954,2
2300,13859,5
2300,36561,5
2304,68572,5
2308,56660,1
2310,43267,4
2314,91266,4
2316,52611,2
2322,55240,1
2328,125557,5
2331,2726,4
2333,94535,4
2338,25182,5
2339,105433,5
2341,2726,5
2345,90409,3
2346,24427,3
2353,43267,3
2356,62954,5
2360,16548,5
2360,79622,5
2360,119103,1
2362,3785,5
2362,22763,5
2371,19299,5
2373,92881,1
2373,122065,3
2386,91266,4
2386,125557,5
2394,74640,2
2407,92881,5
2409,94535,5
2415,43267,1
2415,123176,5
2417,122065,4
2424,22763,3
2426,43267,3
2428,40712,5
2431,12709,5
2435,55622,1
2435,60888,5
2440,74640,5
2442,54042,3
2444,55622,3
2446,3785,5
2446,13859,5
2446,105433,3
2448,120147,1
2451,8063,5
2452,55622,2
2455,17029,4
2455,55240,5
2455,119103,5
2462,42906,1
2467,16548,4
2471,54042,1
2471,60888,1
2477,55622,5
2478,71582,3
2482,94535,5
2484,72309,5
2486,94535,5
2487,105433,5
2488,17029,3
2496,2726,3
2496,17029,2
2496,71582,5
2500,105433,5
2503,16548,4
2505,92881,5
2508,52611,1
2509,8063,1
2511,19299,3
2515,43267,5
2518,25182,3
2519,19299,3
2521,2726,1
2525,119103,4
2529,16548,5
2534,72309,3
2535,28985,3
2539,2263,3
2550,55622,5
2550,79622,5
2550,94604,5
2551,52611,4
2554,12709,5
2554,25182,5
2567,16548,5
2568,16548,5
2573,12709,3
2573,79622,4
2573,91266,3
2576,54042,3
2576,60465,1
2577,55622,3
2579,94535,4
2580,86341,5
2580,105421,5
2584,43827,5
2587,43267,3
2593,17029,5
2596,131048,4
2598,132189,5
2607,105433,5
2613,60465,1
2617,3785,3
2617,86341,5
2626,123176,3
2626,125557,4
2627,105433,5
2627,123176,4
2630,45934,4
2637,131048,4
2643,56660,5
2655,48731,4
2655,62954,3
2655,90409,2
2661,71582,3
2664,3785,1
2664,42906,2
2665,74640,4
2668,79622,5
2671,55622,3
2674,125557,1
2675,72017,1
2683,74640,5
2684,56660,1
2690,42906,1
2695,12709,2
2700,60465,4
2701,17029,4
2703,16548,4
2706,126757,1
2710,74640,5
2712,42781,3
2712,62954,5
2716,2726,4
2716,52611,5
2718,105433,4
2719,19670,3
2720,28985,1
2720,56660,5
2720,105421,3
2736,86341,1
2738,55622,1
2740,22763,3
2743,45026,5
2751,92881,5
2753,105421,5
2754,24427,4
2754,68572,2
2754,86341,3
2765,45026,5
2766,17029,1
2767,36561,5
2772,105433,5
2772,132189,1
2772,134732,5
2775,112023,5
2776,94535,4
2777,54042,4
2779,123176,1
2780,40712,2
2783,94535,1
2784,2263,5
2790,45026,1
2795,19299,1
2795,86341,1
2797,45934,1
2799,2726,5
2804,36561,4
2804,55240,4
2805,16548,4
2805,22763,5
2809,91266,1
2832,60465,4
2838,122065,5
2840,54042,4
2844,17029,4
2850,71582,3
2852,36561,5
2853,94604,4
2860,62954,5
2862,12709,1
2864,134732,5
2866,3785,1
2872,45026,1
2877,131048,5
2881,2263,5
2883,24427,5
2883,68572,5
2889,60465,1
2893,74640,3
2894,2263,5
2895,40712,5
2897,60465,4
2903,60888,5
2903,123176,5
2915,8063,5
2916,25182,1
2916,40712,3
2916,62954,5
2917,28985,5
2919,126757,4
2921,13859,4
2921,92881,4
2921,122065,3
2933,120147,5
2939,56660,4
2940,13859,4
2940,19299,4
2940,122065,4
2943,92881,5
2945,72017,4
2947,112023,3
2950,48731,1
2953,19299,4
2953,42906,4
2953,55240,4
2954,25182,5
2959,12709,5
2967,122065,1
2969,28985,5
2972,74640,5
2973,16548,4
2974,8063,4
2974,42781,5
2974,55240,2
2975,13859,5
2977,71582,4
2979,28985,4
2991,105433,5
2998,17029,4
3001,8063,4
3001,72017,4
3001,105433,4
3003,132189,5
3012,94535,4
3014,112023,1
3019,92881,5
3026,52611,5
3027,92881,5
3032,25182,5
3037,3785,5
3037,19299,5
3037,90409,3
3037,105421,4
3039,45026,3
3039,125557,3
3043,22763,5
3049,86341,4
3050,105421,4
3056,71582,1
3064,105421,5
3065,134732,4
3068,56660,1
3070,91266,5
3079,45026,4
3079,119103,5
3079,131048,4
3083,94535,1
3087,43827,4
3092,40712,1
3102,90409,3
3107,79622,5
3109,45934,4
3117,13859,5
3117,92881,5
3124,90409,5
3127,45934,4
3129,25182,4
3130,19299,2
3132,42781,2
3132,56660,1
3132,72017,1
3133,48731,1
3135,2263,4
3136,2726,5
3139,68572,4
3140,55240,1
3145,91266,5
3146,36561,1
3160,2726,1
3160,43267,4
3161,2726,2
3161,125557,2
3162,92881,5
3163,86341,2
3175,134732,4
3176,24427,5
3176,123176,1
3178,24427,2
3182,40712,2
3182,43267,5
3182,105421,2
3184,2263,5
3187,62954,5
3189,132189,1
3191,2263,2
3192,36561,4
3193,16548,2
3193,123176,5
3195,52611,5
3202,17029,3
3205,16548,3
3207,55622,5
3209,24427,4
3209,40712,2
3210,62954,3
3211,120147,5
3215,43827,5
3215,62954,2
3227,131048,5
3229,91266,4
3232,25182,2
3233,2263,1
3233,19670,1
3242,126757,5
3256,60465,1
3258,94535,5
3267,36561,5
3269,42781,5
3276,122065,1
3278,43827,4
3284,48731,5
3285,2726,4
3287,131048,3
3289,45026,1
3291,16548,1
3291,42906,4
3294,113954,5
3295,2726,1
3297,132189,5
3300,74640,4
3306,72017,1
3307,94535,1
3308,71582,1
3314,72017,1
3315,94535,3
3321,112023,5
3326,86341,5
3329,2263,4
3329,113954,5
3330,2726,5
3333,132189,3
3334,43827,1
3334,55622,1
3335,25182,2
3336,40712,2
3336,55240,4
3341,132189,1
3347,40712,1
3358,105421,5
3361,19670,5
3363,131048,1
3367,72017,5
3368,54042,1
3368,94604,1
3372,43267,5
3372,74640,5
3374,19299,4
3376,86341,4
3382,94535,4
3385,45934,1
3386,43267,5
3387,132189,3
3388,123176,2
3393,2726,3
3393,45934,1
3393,86341,3
3399,40712,5
3399,94604,5
3401,79622,4
3410,112023,1
3410,126757,1
3416,36561,5
3420,43267,5
3420,119103,5
3426,22763,2
3431,113954,5
3438,13859,5
3438,16548,5
3438,19670,5
3447,56660,2
3448,19670,1
3448,94604,1
3450,54042,4
3450,55622,3
3450,68572,5
3450,94604,3
3454,72309,5
3454,74640,5
3454,105433,5
3456,56660,5
3456,105421,3
3465,12709,4
3466,131048,4
3468,48731,3
3471,52611,4
3471,71582,5
3472,120147,1
3476,105421,4
3478,19670,4
3480,28985,1
3480,125557,5
3485,79622,1
3488,22763,3
3488,24427,3
3491,105433,3
3497,92881,4
3502,12709,4
3502,24427,4
3509,105433,5
3512,92881,5
3515,22763,5
3515,24427,3
3517,56660,1
3517,94535,5
3520,54042,3
3521,72309,5
3522,2263,5
3525,36561,5
3525,68572,5
3542,71582,2
3543,60888,3
3551,13859,5
3553,17029,3
3559,3785,2
3565,19670,2
3565,105433,3
3567,52611,2
3582,19299,3
3587,2726,5
3587,113954,5
3587,120147,5
3590,55240,5
3598,52611,5
3599,22763,3
3600,22763,3
3600,86341,5
3605,90409,4
3606,86341,3
3607,105433,5
3607,134732,5
3608,72017,2
3609,105433,3
3614,68572,3
3617,90409,3
3618,68572,1
3620,19670,1
3621,60465,5
3633,43827,1
3635,19299,5
3637,12709,3
3639,90409,5
3642,94604,2
3647,55622,2
3662,55240,5
3663,2263,5
3665,79622,4
3668,25182,5
3668,42906,5
3677,43827,1
3680,113954,5
3682,90409,3
3683,19299,3
3684,2726,5
3685,131048,1
3686,48731,1
3693,72017,4
3694,72309,5
3701,90409,5
3705,2726,1
3705,55240,5
3706,113954,1
3709,60465,5
3709,132189,5
3716,62954,5
3718,12709,1
3718,60888,5
3720,56660,5
3730,90409,2
3730,94604,2
3735,43827,5
3736,13859,3
3736,125557,5
3739,74640,2
3742,74640,2
3743,125557,5
3747,52611,5
3760,52611,4
3763,62954,5
3768,45934,2
3778,123176,4
3778,125557,4
3780,43827,1
3780,60888,5
3786,17029,3
3787,42781,5
3789,13859,2
3789,131048,3
3794,40712,4
3798,122065,5
3802,22763,1
3804,2263,3
3805,19670,1
3805,56660,3
3805,105433,5
3807,43267,5
3815,105421,3
3817,12709,1
3818,112023,1
3821,12709,5
3823,123176,4
3824,13859,4
3830,2726,5
3830,42906,1
3831,2726,1
3831,17029,1
3838,16548,5
3840,92881,5
3847,86341,3
3852,17029,1
3854,2263,5
3859,55622,5
3859,125557,4
3876,45026,5
3877,2263,5
3879,74640,5
3883,28985,2
3886,125557,2
3890,16548,3
3893,19299,5
3893,55240,5
3894,42906,4
3899,25182,1
3900,112023,1
3902,2726,1
3904,8063,4
3907,36561,5
3916,13859,5
3918,16548,3
3918,22763,3
3918,105421,3
3922,42781,4
3922,72017,3
3925,40712,3
3928,43827,4
3930,52611,5
3931,2263,5
3941,16548,5
3941,45026,5
3946,36561,4
3946,45026,1
3948,72017,1
3948,105421,2
3950,105421,1
3957,132189,4
3962,17029,1
3966,42906,1
3967,55240,5
3971,56660,1
3980,2263,4
3995,119103,5
4000,134732,3
4003,16548,3
4003,19670,2
4003,86341,4
4004,125557,1
4009,12709,2
4009,60888,1
4009,72017,1
4012,126757,4
4015,2726,4
4016,72017,4
4018,19299,4
4021,19299,3
4022,79622,2
4024,36561,5
4024,55622,3
4024,60888,4
4024,131048,5
4026,60465,4
4026,134732,4
4027,45934,2
4027,54042,1
4027,113954,1
4040,52611,5
4051,42906,1
4051,68572,5
4051,71582,5
4054,19299,4
4054,22763,4
4054,42906,5
4059,62954,5
4060,74640,1
4060,113954,3
4061,42781,1
4061,43267,2
4062,86341,5
4074,36561,5
4074,52611,4
4074,74640,2
4076,60465,2
4078,43827,5
4079,2263,1
4083,56660,5
4084,92881,5
4091,36561,3
4095,25182,3
4100,113954,5
4104,60465,5
4120,19299,2
4121,120147,3
4126,13859,5
4127,45934,3
4129,113954,2
4138,2263,5
4141,134732,2
4146,60888,2
4149,119103,2
4150,131048,3
4156,48731,1
4159,2263,4
4159,12709,5
4159,125557,1
4159,132189,5
4162,79622,5
4164,122065,5
4167,24427,2
4167,72309,2
4174,45026,4
4174,55240,3
4176,12709,5
4176,43827,4
4177,60888,5
4178,123176,5
4187,72017,4
4190,120147,2
4191,60465,2
4195,16548,5
4195,62954,5
4196,62954,1
4199,12709,5
4201,105433,5
4205,122065,2
4211,105433,5
4215,13859,5
4216,22763,3
4219,13859,5
4221,91266,4
4222,86341,4
4224,90409,3
4225,17029,5
4237,55240,4
4240,40712,2
4253,132189,3
4257,48731,3
4258,132189,3
4267,40712,1
4274,131048,4
4285,55240,5
4285,125557,2
4288,62954,5
4299,13859,2
4299,43827,3
4304,3785,4
4304,8063,3
4305,40712,3
4305,122065,5
4307,68572,2
4308,94604,2
4314,22763,3
4314,123176,3
4317,3785,3
4319,19299,5
4319,22763,5
4319,122065,5
4331,105421,3
4333,62954,5
4333,79622,4
4334,55622,5
4335,120147,5
4336,52611,5
4338,134732,1
4340,125557,3
4345,94604,5
4347,62954,5
4348,8063,5
4349,105421,1
4355,134732,3
4357,122065,5
4362,68572,5
4362,122065,4
4365,48731,4
4366,68572,2
4366,126757,1
4375,105433,3
4377,74640,3
4379,3785,3
4381,126757,5
4392,43267,3
4392,123176,5
4392,134732,5
4397,74640,4
4399,60888,4
4406,122065,5
4410,113954,4
4411,105433,5
4414,60465,4
4417,68572,1
4437,62954,5
4440,19299,5
4440,19670,5
4441,52611,5
4442,19670,1
4442,131048,1
4445,60888,5
4447,123176,4
4448,122065,1
4449,125557,4
4453,40712,5
4453,48731,5
4462,119103,1
4463,2263,5
4464,52611,1
4465,16548,5
4466,43827,5
4466,91266,5
4472,132189,4
4478,125557,1
4480,48731,1
4480,56660,1
4488,3785,5
4490,60465,5
4493,48731,4
4502,8063,4
4502,56660,4
4503,25182,5
4507,2263,5
4515,2726,3
4527,19299,2
4528,2726,2
4529,112023,4
4537,3785,1
4538,42781,5
4539,25182,5
4539,45026,5
4539,122065,1
4546,94604,1
4547,22763,4
4556,56660,1
4564,62954,5
4574,43267,5
4578,12709,4
4579,94604,4
4584,13859,3
4585,17029,3
4585,105433,4
4585,119103,1
4586,28985,1
4589,2726,5
4589,25182,3
4589,90409,5
4593,48731,4
4593,55622,2
4593,105433,4
4593,123176,3
4594,24427,1
4595,24427,3
4595,36561,2
4596,60888,4
4597,24427,1
4597,72309,1
4597,126757,2
4598,12709,5
4600,25182,5
4607,45026,1
4608,2263,5
4612,55240,5
4612,71582,4
4614,55240,5
4614,122065,4
4615,3785,3
4615,56660,1
4618,134732,1
4624,131048,5
4626,52611,3
4627,62954,4
4628,126757,1
4631,52611,5
4632,22763,1
4636,45026,5
4636,134732,4
4637,36561,4
4638,13859,5
4638,24427,5
4643,105433,5
4645,22763,5
4647,94604,2
4650,94604,5
4652,43827,5
4654,52611,4
4663,42781,4
4663,72309,5
4663,105421,2
4664,94604,4
4665,112023,3
4666,86341,2
4666,120147,1
4667,3785,3
4667,94535,5
4667,94604,3
4673,40712,5
4673,43267,5
4673,60465,5
4674,2726,1
4676,13859,5
4676,94604,1
4680,60888,5
4683,126757,1
4684,134732,5
4685,60465,5
4691,45934,5
4695,48731,4
4698,8063,1
4698,45026,1
4698,86341,1
4699,112023,5
4700,45934,2
4702,43827,5
4703,52611,5
4712,2263,5
4713,43827,1
4714,55240,5
4714,131048,5
4715,55622,1
4715,94604,1
4719,131048,5
4728,17029,4
4731,2263,5
4731,112023,5
4733,43267,5
4740,119103,3
4742,119103,5
4744,12709,3
4744,68572,5
4744,92881,4
4745,45934,5
4754,94604,4
4764,40712,5
4765,94535,4
4767,94604,4
4772,24427,3
4772,25182,1
4774,72309,3
4776,105421,3
4778,45934,5
4779,126757,1
4784,71582,5
4786,42906,4
4787,2263,5
4787,68572,2
4787,71582,3
4789,13859,5
4794,40712,4
4795,16548,2
4800,19299,4
4800,105433,3
4802,56660,5
4805,45934,1
4808,3785,1
4808,134732,5
4809,72309,5
4809,86341,5
4830,112023,5
4830,125557,5
4835,16548,5
4840,2263,5
4841,19670,1
4846,90409,4
4846,105421,3
4849,22763,1
4851,119103,1
4852,45026,5
4859,120147,5
4868,113954,3
4872,79622,1
4876,40712,5
4880,40712,5
4881,126757,4
4885,113954,2
4888,25182,3
4890,105433,4
4895,2726,1
4895,45026,5
4898,113954,4
4900,55622,1
4907,8063,1
4915,2263,5
4925,2726,1
4930,36561,2
4931,113954,5
4934,105433,3
4946,94604,5
4953,74640,1
4961,105421,2
4962,55240,1
4964,2263,5
4970,90409,4
4974,43827,1
4976,71582,5
4978,72309,2
4980,43267,4
4987,60465,3
4995,22763,2
4999,132189,3
5001,90409,5
5009,60888,2
5014,13859,5
5015,24427,4
5016,94535,5
5020,122065,1
5021,2263,2
5023,45026,1
5027,54042,5
5030,13859,5
5030,132189,5
5032,2726,2
5033,71582,5
5040,45934,5
5040,126757,5
5041,28985,5
5042,19670,1
5042,105433,5
5048,43827,2
5050,19670,2
5060,105433,3
5065,86341,4
5066,52611,5
5069,13859,5
5069,125557,5
5075,48731,1
5077,54042,2
5082,119103,5
5082,134732,5
5084,94535,5
5087,126757,5
5091,54042,2
5091,72309,5
5099,12709,3
5106,43267,5
5108,126757,4
5109,43827,1
5110,3785,5
5110,36561,5
5112,17029,3
5114,8063,5
5116,119103,5
5117,94535,4
5120,126757,5
5122,92881,4
5128,92881,5
5129,52611,4
5130,120147,4
5133,134732,4
5135,28985,1
5135,54042,5
5142,123176,3
5143,90409,5
5146,56660,5
5147,52611,5
